61213649618,195923199514
61213649618,226130625557
61213649618,1500340693610640
61213649618,1781133445452040
61213649618,924214637636430
61213649618,208966514625
61213649618,136659463030729
61213649618,961765523901217
61213649618,458456357677041
61213649618,160968200582928
61213649618,119674301521593
61213649618,115103408384
61213649618,573553349394917
61213649618,229696957077165
61213649618,682465328448639
61213649618,99158093147
61213649618,205095032857458
61213649618,61506671531
61213649618,131132106964054
61213649618,1444320322459400
61213649618,534911713219660
61213649618,567206813361123
61213649618,394319110634273
61213649618,283048951715725
61213649618,528582947162730
61213649618,543106212368728
61213649618,241867085852973
61213649618,34767149008
61213649618,24961338115
61213649618,1416083275315380
61213649618,165878254250
61213649618,226380994085115
61213649618,203999956301716
61213649618,309133815849921
61213649618,270577976380974
61213649618,380994871968780
61213649618,349031161842570
61213649618,153043694834703
61213649618,176233772426218
61213649618,221461167951955
61213649618,165929753457385
61213649618,119677581444554
61213649618,235122709860671
61213649618,105496182898573
61213649618,111205048906987
61213649618,228268697257392
61213649618,117098835054439
61213649618,127128043964568
61213649618,260819157288541
61213649618,114476891932440
61213649618,252862098066707
61213649618,253590865334
61213649618,23200868598
61213649618,343343179776
61213649618,112836955449317
61213649618,180256032046032
61213649618,16491263634
61213649618,242977235738688
61213649618,206719826048056
61213649618,154466377942872
61213649618,214008825056
61213649618,46152322794
61213649618,123139571057628
61213649618,138171956193710
61213649618,51491238316
61213649618,114325988648006
195923199514,99158093147
195923199514,136659463030729
195923199514,283048951715725
195923199514,127128043964568
195923199514,209427839068733
195923199514,155022607885837
195923199514,179918703239
195923199514,182797067691
195923199514,23200868598
195923199514,122295380698
195923199514,212475157666
195923199514,181790919058
195923199514,193890473648
195923199514,180933322934
195923199514,215497433676
195923199514,179613608069
195923199514,183591846909
226130625557,1494109127564970
226130625557,34767149008
226130625557,38086600355
226130625557,125696091498
924214637636430,154602281261839
924214637636430,438478456362060
924214637636430,246407042202698
924214637636430,136659463030729
924214637636430,80303969429
924214637636430,1606633089574730
924214637636430,193755186370
924214637636430,449881680467
924214637636430,99158093147
924214637636430,428018557226429
924214637636430,438399026184363
924214637636430,208966514625
924214637636430,291981867486977
924214637636430,203999956301716
924214637636430,226130625557
924214637636430,135299372719
924214637636430,165878254250
924214637636430,201129003265118
924214637636430,110767978989316
924214637636430,241867085852973
924214637636430,195923199514
924214637636430,342344626969
924214637636430,357631244351034
924214637636430,153487931421927
924214637636430,105614399471097
924214637636430,126545974046623
924214637636430,283048951715725
924214637636430,112836955449317
924214637636430,182418898478863
924214637636430,34767149008
924214637636430,205879976105633
924214637636430,159411297001
924214637636430,51491238316
924214637636430,61213649618
924214637636430,205095032857458
208966514625,763905620322674
208966514625,776124482466999
208966514625,772596976180472
208966514625,1042302439129550
208966514625,715559965197491
208966514625,113005665400371
208966514625,456449271032302
208966514625,1573815076234330
208966514625,246955782052840
208966514625,1514452732110400
208966514625,741777452524815
208966514625,1533949056850530
208966514625,515877081882297
208966514625,283048951715725
208966514625,398657826826077
208966514625,1426782317536650
208966514625,478746832220869
208966514625,112836955449317
208966514625,110639758966172
208966514625,425425190912249
208966514625,1404150473144190
208966514625,457934517637126
208966514625,483860371695398
208966514625,144173205613016
208966514625,552809848127158
208966514625,152322578117008
208966514625,325807027553429
208966514625,285308981483074
208966514625,590403827684920
208966514625,322981824394
208966514625,281202358739183
208966514625,140366126034883
208966514625,175457055829249
208966514625,638458446187265
208966514625,141372369372364
208966514625,34767149008
208966514625,136659463030729
136659463030729,647532281927341
136659463030729,126457237386280
136659463030729,864426833654685
136659463030729,848488028565008
136659463030729,159158590886384
136659463030729,182222501810087
136659463030729,203873636383143
136659463030729,452423281584951
136659463030729,16491263634
136659463030729,180256032046032
136659463030729,343343179776
136659463030729,111205048906987
136659463030729,228268697257392
136659463030729,221461167951955
136659463030729,150199001742246
136659463030729,1416083275315380
136659463030729,309133815849921
136659463030729,528582947162730
136659463030729,200526726682876
136659463030729,334124272964
136659463030729,128538028026
136659463030729,103186519776277
136659463030729,464494376914217
136659463030729,454069384605854
136659463030729,314118331960700
136659463030729,150458721659574
136659463030729,210703745629002
136659463030729,281979475252745
136659463030729,476781909129475
136659463030729,176649959135045
136659463030729,357471934375146
136659463030729,266236683425193
136659463030729,424654781032805
136659463030729,135903749818038
136659463030729,47427598263
